title,year,rating,votes,genres,plot,imdb_id
Slugs,1988.0,5.3,6128.0,Horror,Killer slugs on the rampage in a rural community.,tt0093995
Revenge of the Musketeers,2009.0,6.0,436360.0,"Action,Adventure,Sci-Fi","Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",tt1055369
Hansel and Gretel: Witch Hunters,2013.0,6.1,220050.0,"Action,Fantasy,Horror",Brother/sister duo Hansel and Gretel are professional witch-hunters who help innocent villagers. One day they stumble upon a case that could hold the key to their past.,tt1428538
Tony Takitani,2004.0,7.2,5068.0,Drama,"When technical illustrator Tony Takitani asks his wife to resist her all-consuming obsession for designer clothes, the consequences are tragic.",tt0420260
Hansel and Gretel,2013.0,6.1,220050.0,"Action,Fantasy,Horror",Brother/sister duo Hansel and Gretel are professional witch-hunters who help innocent villagers. One day they stumble upon a case that could hold the key to their past.,tt1428538
Duet,1987.0,7.1,217.0,"Comedy,Romance",It's love at first sight when mystery writer Ben Coleman meets caterer Laura Kelly. The ups and downs of their romance form the basis of this series.,tt0092346
Sabrina: Friends Forever,2002.0,6.1,427.0,"Animation,Adventure,Comedy,Drama,Family,Horror,Romance,Sci-Fi",Sabrina must prove that she is worthy of attending an academy for witches.,tt0350081
Sevasadanam,1938.0,,,Drama,"The film deals with prostitution and women's emancipation. It has a strong political thrust despite being a musical. The plot has strong feminist views. Sitalakshmi, a Brahmin widow, played 'herself' as Gundamma, a widow who goes mad, and was especially popular.—Sujit R. Varma",tt0274825
The Passover Plot,1976.0,3.8,165.0,Drama,"Dramatization of the controversial best-seller that posits an alternate version of the birth of Christianity. In this version, Jesus planned for His crucifixion by taking a drug that would simulate death. After His unconscious body was placed in the tomb, a religious sect known as the Zealots would secretly steal Christ's body from the tomb, then spread the rumor that He had risen, thus fulfilling Biblical prophecy.—Mike Konczewski",tt0075043
Stolen Spring,1993.0,7.4,2365.0,Drama,"We follow 4 classmates in a strict boys' secondary school in 1950s Copenhagen, where a sadistic teacher torments his students. We meet them again at their 35 year class reunion.",tt0106949
Me and You,2005.0,6.8,37100.0,"Comedy,Drama,Romance","A newlywed bride becomes infatuated with another woman who questions her sexual orientation, promoting a stir among the bride's family and friends.",tt0421994
Shoot the Piano Player,,,,"Drama,Thriller",,tt13333156
The Witches,2020.0,5.4,48024.0,"Adventure,Comedy,Family,Fantasy,Horror,Mystery",A young boy and his grandmother have a run-in with a coven of witches and their leader.,tt0805647
June 31st,1978.0,7.3,459.0,"Fantasy,Musical,Romance",A lonely journalist in some West European country has a vision about the princess of his city who lived in XII century.,tt0077114
Ten Little Indians,1974.0,5.7,3629.0,"Crime,Mystery,Thriller","Ten people are invited to a hotel in the Iranian desert, only to find that an unseen person is killing them one by one. Could one of them be the killer?",tt0072263
Tom Sawyer,1973.0,6.4,2706.0,"Adventure,Musical,Family",Tom Sawyer and Huckleberry Finn investigate a suspicious graveyard murder and more in this musical version of Mark Twain's novel.,tt0070814
The Three Musketeers,2011.0,5.7,113192.0,"Action,Adventure,Fantasy,Romance,Thriller","The young and confident D'Artagnan, along with three former legendary but now down-on-their-luck Musketeers; unite and defeat a beautiful double agent and her villainous employer from seizing the French throne, and engulfing Europe in war.",tt1509767
Der Jäger von Fall,1956.0,5.2,42.0,"Drama,Romance","A mountain girl gives birth out of wedlock.A hunter who loves her finds the man who had dishonored her, a poacher, and eliminates him.",tt0132262
De Avonden,1989.0,6.7,577.0,"Biography,Drama",Frits van Egters' life in the last ten days of the year 1946.,tt0096862
Der Untergang,2004.0,8.2,383163.0,"Biography,Drama,History,War","Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.",tt0363163
Lore,2017.0,6.6,6154.0,"Documentary,Horror,Mystery",Our collective nightmare mythologies are rooted in real-life horror stories.,tt6130902
The Other Boleyn Girl,2008.0,6.7,121696.0,"Biography,Drama,History,Romance",Two sisters contend for the affection of King Henry VIII.,tt0467200
Man on Fire,2004.0,7.7,398492.0,"Crime,Drama,Thriller","In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.",tt0328107
Kamikaze 1989,1982.0,5.8,852.0,"Sci-Fi,Thriller","In a totalitarian society of the future, in which the government controls all facets of the press, a homicide detective investigates a string of bombings, and finds out more than he bargained for.",tt0084191
La figlia del capitano,2012.0,5.9,49.0,"Drama,History,Romance",,tt2137944
The Stingiest Man In Town,1978.0,6.5,594.0,"Animation,Drama,Family,Fantasy,Musical","This version of the story is told from the perspective of B.A.H. Humbug. After Ebenezer Scrooge refuses to assist the poor or have Christmas Dinner with his nephew, he is visited by the ghost of his one time business partner and friend, Jacob Marley. Marley tells him to change his ways and Scrooge refutes this as madness. He is then visited by three ghosts, all who show him what his future will be like if he doesn't change his ways.",tt0227562
Red Sorghum,1988.0,7.3,10105.0,"Drama,History,Romance,War","When a leprous winery owner in 1930s China dies a few days after his arranged marriage, his young widow is forced to run the winery to make a living while contending with bandits, her drunkard lover, and the invading Japanese army.",tt0093206
Pirates of Treasure Island,2006.0,2.3,1175.0,"Action,Adventure",An innkeeper's life of monotony suddenly changes when he comes into possession of a treasure map.,tt0811011
Oil Lamps,1971.0,7.2,408.0,Drama,"In 1900, Stepha, the vivacious 30 year old daughter of a wealthy couple, agrees to marry her cousin Paul, who has accumulated large debts as an Austrian army officer. Paul refuses to work or to consummate the marriage, and then his health steadily declines.—Will Gilbert",tt0067572
Stormbreaker,2006.0,5.1,25893.0,"Action,Adventure,Family,Mystery,Romance,Thriller","After the death of his uncle, the 14-year-old schoolboy Alex Rider is forced by the Special Operations Division of the UK's secret intelligence service, MI6, into a mission which will save millions of lives.",tt0457495
L.A. Confidential,1997.0,8.2,632845.0,"Crime,Drama,Mystery,Thriller","As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",tt0119488
The Breaking Point,1950.0,7.5,4666.0,"Crime,Drama,Film-Noir,Thriller",An otherwise moral captain of a charter boat becomes financially strapped and is drawn into illegal activities in order to keep up payments on his boat.,tt0042281
The Manitou,1978.0,5.4,3448.0,"Horror,Sci-Fi",A psychic's girlfriend finds out that a lump on her back is a growing reincarnation of a 400-year-old demonic Native American spirit.,tt0077904
The Lonely Passion of Judith Hearne,1987.0,7.0,1348.0,"Drama,Romance","A middle-aged spinster falls in love with a fellow resident of her boardinghouse, who mistakenly believes she has the money to help him start a new business.",tt0093431
Blackadder's Christmas Carol,1988.0,7.9,14195.0,"Comedy,History","After a genial spirit shows the benevolent Ebenezer Blackadder visions of his unscrupulous ancestors, he resolves to mend his generous ways.",tt0094754
Klapzubova jedenáctka,1968.0,5.8,22.0,"Comedy,Sport",,tt1348659
Dinner at Eight,1933.0,7.5,9285.0,Drama,"As an aspiring New York socialite prepares for a lavish dinner party, her guests find themselves consumed by a tangle of business, romantic, and personal crises - all of which come to a head on the big night.",tt0023948
The Fall of the House of Usher,2023.0,7.9,121128.0,"Drama,Horror,Mystery","Siblings Roderick and Madeline Usher have built a pharmaceutical company into an empire of wealth, privilege and power; however, secrets come to light when the heirs to the Usher dynasty start dying.",tt15567174
The Fox in the Chicken Coop,1978.0,7.5,94.0,Comedy,"Amitz Dolniker, an Israeli politician who speaks way to much has a heart attack in the middle of his speech. In the ambulance on the way to the hospital the doctor orders him to ""go someplace quite, rest, and don't make speeches"". His young assistant immediately suggest they go to Switzerland, however Dolniker had taken a vow not to leave Israel unnecessarily, so he comes up with a different idea - going to a remote village where they have never heard of him, so he would not be asked to make any speeches. As they arrive, it turns out that not only the villagers have never heard of Dolniker, but they have also never heard of running water, electricity, phones, and most importantly: TV, Radio, and newspapers... so its only a matter of time before Dolniker or the villagers go bananas....—<rzg@hotmail.com>",tt0078261
Long Time Gone,1986.0,6.5,35.0,"Action,Drama","A ""world-class screw-up"" private eye finds his world and his attention changed when he is reunited with his estranged 11-year old son. At the film's beginning, Le Mat is a down-on-his-luck gambler with the mob on his heals. When his son, whom he abandoned ten years earlier, is suddenly thrust upon him, he struggles to right his life. What follows is an absurd caper flick.—John Sacksteder <jsackste@bellsouth.net>",tt0091426
Demon Seed,1977.0,6.3,10512.0,"Horror,Sci-Fi","A scientist creates Proteus--an organic super computer with artificial intelligence which becomes obsessed with human beings, and in particular the creator's wife.",tt0075931
The Axe of Wandsbek,1951.0,7.1,199.0,"Drama,War","After a crime is committed during the Nazi era in the Reeperbahn area of Hamburg, the aspiring local leader, a ship owner, needs to find an executioner to kill the perpetrators and turns to a butcher.",tt0043328
The Birth of a Nation,1915.0,6.1,26968.0,"Drama,War","The Stoneman family finds its friendship with the Camerons affected by the Civil War, both fighting in opposite armies. The development of the war in their lives plays through to Lincoln's assassination and the birth of the Ku Klux Klan.",tt0004972
Vice Versa,1988.0,5.9,10803.0,"Comedy,Fantasy","Divorced executive Marshall and his 11-year-old son Charlie casually touch a magical Tibetan skull, releasing a mysterious power that transfers Marshall's mind to Charlie's body and vice versa. Their problems have just begun.",tt0096380
Mrs. Salkım's Diamonds,1999.0,6.5,1558.0,"Drama,History","The film is set during the period of the Varlik Vergisi where many non-Muslims were forced to pay higher taxes, often in an arbitrary and unrealistic way. Around 2,000 non-Muslims who could not pay the amount demanded for the tax within the 30-day time limit were arrested and sent to a forced-labor camp in Askale in the Erzurum.",tt0156038
